bairro,endereco,area,quartos,banheiros,vaga,aluguel,condominio,endereco_completo,latitude,longitude,aluguel_num
Sé,Rua Tabatinguera,22.0,1.0,1.0,0,R$ 2.000,R$ 460 Condominio,"Rua Tabatinguera, Sé, São Paulo, São Paulo, Brasil",-23.5524974,-46.6296068,2000.0
Centro,Avenida Prestes Maia,39.0,1.0,1.0,0,R$ 2.000,R$ 701 Condominio,"Avenida Prestes Maia, Centro, São Paulo, São Paulo, Brasil",-23.5396645,-46.6340752,2000.0
Vila Buarque,Rua General Jardim,25.0,1.0,1.0,0,R$ 2.000,R$ 558 Condominio,"Rua General Jardim, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5446395,-46.6489344,2000.0
Sé,Rua Tabatinguera,23.0,1.0,1.0,0,R$ 2.000,R$ 480 Condominio,"Rua Tabatinguera, Sé, São Paulo, São Paulo, Brasil",-23.5524974,-46.6296068,2000.0
Vila Buarque,Rua General Jardim,28.0,1.0,1.0,0,R$ 2.000,R$ 588 Condominio,"Rua General Jardim, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5446395,-46.6489344,2000.0
Vila Buarque,Rua Marquês de Itu,28.0,1.0,1.0,1,R$ 2.000,R$ 616 Condominio,"Rua Marquês de Itu, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5437626,-46.6498096,2000.0
Sé,Rua dos Estudantes,30.0,1.0,1.0,0,R$ 2.000,R$ 330 Condominio,"Rua dos Estudantes, Sé, São Paulo, São Paulo, Brasil",-23.5553712,-46.6317971,2000.0
Centro,Rua Aurora,50.0,1.0,1.0,0,R$ 2.000,R$ 570 Condominio,"Rua Aurora, Centro, São Paulo, São Paulo, Brasil",-23.5390208,-46.6387669,2000.0
Vila Buarque,Rua Major Sertório,27.0,1.0,1.0,0,R$ 2.000,R$ 640 Condominio,"Rua Major Sertório, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453915,-46.6487475,2000.0
Centro,Rua General Osório,48.0,1.0,1.0,0,R$ 2.000,R$ 527 Condominio,"Rua General Osório, Centro, São Paulo, São Paulo, Brasil",-23.5361044,-46.6391653,2000.0
Centro,Rua Aurora,30.0,1.0,1.0,0,R$ 2.000,R$ 651 Condominio,"Rua Aurora, Centro, São Paulo, São Paulo, Brasil",-23.5390208,-46.6387669,2000.0
Centro,Avenida Prestes Maia 241,40.0,1.0,1.0,0,R$ 2.000,R$ 750 Condominio,"Avenida Prestes Maia 241, Centro, São Paulo, São Paulo, Brasil",-23.5421391,-46.6354864,2000.0
Sé,Rua Conde de Sarzedas,24.0,1.0,1.0,0,R$ 2.000,R$ 400 Condominio,"Rua Conde de Sarzedas, Sé, São Paulo, São Paulo, Brasil",-23.5539785,-46.6310649,2000.0
Centro,Rua Álvaro de Carvalho 163,22.0,1.0,1.0,0,R$ 2.000,R$ 450 Condominio,"Rua Álvaro de Carvalho 163, Centro, São Paulo, São Paulo, Brasil",-23.5489638,-46.6415883,2000.0
Vila Buarque,Rua Amaral Gurgel 245 apto. 15,34.0,2.0,1.0,0,R$ 2.000,R$ 828 Condominio,"Rua Amaral Gurgel 245 apto. 15, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5440531,-46.6476286,2000.0
Vila Buarque,R Amaral Gurgel,34.0,2.0,,0,R$ 2.000,R$ 828 Condominio,"R Amaral Gurgel, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5443915,-46.647709,2000.0
Vila Buarque,"R Amaral Gurgel, 245",35.0,2.0,1.0,0,R$ 2.000,R$ 829 Condominio,"R Amaral Gurgel, 245, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5440531,-46.6476286,2000.0
Sé,R Tabatinguera,22.0,1.0,1.0,0,R$ 2.000,R$ 403 Condominio,"R Tabatinguera, Sé, São Paulo, São Paulo, Brasil",-23.5524974,-46.6296068,2000.0
Centro,"R MAESTRO CARDIM, 407",35.0,1.0,1.0,1,R$ 2.000,R$ 1.700 Condominio,"R MAESTRO CARDIM, 407, Centro, São Paulo, São Paulo, Brasil",-23.5645506,-46.6410714,2000.0
Centro,"R Álvaro de Carvalho, 163",22.0,1.0,1.0,0,R$ 2.000,R$ 500 Condominio,"R Álvaro de Carvalho, 163, Centro, São Paulo, São Paulo, Brasil",-23.5489638,-46.6415883,2000.0
Sé,Praça da Sé 1,46.0,2.0,1.0,0,R$ 2.000,R$ 50 Condominio,"Praça da Sé 1, Sé, São Paulo, São Paulo, Brasil",-23.5493136,-46.6332157,2000.0
Centro,Rua Riskallah Jorge,31.0,1.0,1.0,0,R$ 2.000,R$ 440 Condominio,"Rua Riskallah Jorge, Centro, São Paulo, São Paulo, Brasil",-23.541838,-46.6350869,2000.0
Vila Buarque,Rua Marquês de Itu 836,45.0,1.0,1.0,1,R$ 2.000,R$ 2.500 Condominio,"Rua Marquês de Itu 836, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5435772,-46.6524276,2000.0
Vila Buarque,R Jaguaribe,25.0,1.0,1.0,0,R$ 2.000,R$ 190 Condominio,"R Jaguaribe, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5416171,-46.6529854,2000.0
Centro,Rua Álvaro de Carvalho,30.0,1.0,1.0,0,R$ 2.000,R$ 632 Condominio,"Rua Álvaro de Carvalho, Centro, São Paulo, São Paulo, Brasil",-23.5491833,-46.6425156,2000.0
Vila Buarque,Rua Doutor Cesário Mota Júnior,40.0,1.0,1.0,0,R$ 2.000,R$ 228 Condominio,"Rua Doutor Cesário Mota Júnior, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453759,-46.6489592,2000.0
Sé,Endereço não informado,43.0,2.0,1.0,0,R$ 2.000,R$ 50 Condominio,"Endereço não informado, Sé, São Paulo, São Paulo, Brasil",-23.6349061,-46.7008844,2000.0
Sé,Praça da Sé 1,25.0,1.0,1.0,0,R$ 2.000,R$ 310 Condominio,"Praça da Sé 1, Sé, São Paulo, São Paulo, Brasil",-23.5493136,-46.6332157,2000.0
Vila Buarque,Rua Amaral Gurgel 245,34.0,2.0,1.0,0,R$ 2.000,R$ 828 Condominio,"Rua Amaral Gurgel 245, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5440531,-46.6476286,2000.0
Centro,Rua Riskallah Jorge,31.0,1.0,1.0,0,R$ 2.000,R$ 440 Condominio,"Rua Riskallah Jorge, Centro, São Paulo, São Paulo, Brasil",-23.541838,-46.6350869,2000.0
Sé,Praça da Sé 1,46.0,2.0,1.0,0,R$ 2.000,R$ 50 Condominio,"Praça da Sé 1, Sé, São Paulo, São Paulo, Brasil",-23.5493136,-46.6332157,2000.0
Centro,Rua Álvaro de Carvalho,30.0,1.0,1.0,0,R$ 2.000,R$ 632 Condominio,"Rua Álvaro de Carvalho, Centro, São Paulo, São Paulo, Brasil",-23.5491833,-46.6425156,2000.0
Sé,Endereço não informado,43.0,2.0,1.0,0,R$ 2.000,R$ 50 Condominio,"Endereço não informado, Sé, São Paulo, São Paulo, Brasil",-23.6349061,-46.7008844,2000.0
Vila Buarque,Rua Doutor Cesário Mota Júnior,40.0,1.0,1.0,0,R$ 2.000,R$ 228 Condominio,"Rua Doutor Cesário Mota Júnior, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453759,-46.6489592,2000.0
Vila Buarque,"R Das Palmeiras, 322",36.0,1.0,,1,R$ 2.000,R$ 750 Condominio,"R Das Palmeiras, 322, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5366161,-46.6517125,2000.0
Vila Buarque,"Rua Amaral Gurgel,",34.0,2.0,,0,R$ 2.000,R$ 828 Condominio,"Rua Amaral Gurgel,, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5443915,-46.647709,2000.0
Vila Buarque,Endereço não informado,38.0,1.0,,1,R$ 2.000,R$ 740 Condominio,"Endereço não informado, Vila Buarque, São Paulo, São Paulo, Brasil",-23.6349061,-46.7008844,2000.0
Santa Efigênia,Rua Aurora,54.0,1.0,1.0,0,R$ 2.000,,"Rua Aurora, Santa Efigênia, São Paulo, São Paulo, Brasil",-23.5390208,-46.6387669,2000.0
Centro,Endereço não informado,31.0,1.0,1.0,0,R$ 2.000,R$ 440 Condominio,"Endereço não informado, Centro, São Paulo, São Paulo, Brasil",-23.5406338,-46.6320967,2000.0
Centro,Endereço não informado,45.0,1.0,1.0,1,R$ 2.000,R$ 500 Condominio,"Endereço não informado, Centro, São Paulo, São Paulo, Brasil",-23.5406338,-46.6320967,2000.0
Santa Efigênia,Endereço não informado,54.0,1.0,1.0,1,R$ 2.000,R$ 567 Condominio,"Endereço não informado, Santa Efigênia, São Paulo, São Paulo, Brasil",-23.5376549,-46.6385252,2000.0
Vila Buarque,Endereço não informado,55.0,1.0,1.0,0,R$ 2.000,R$ 557 Condominio,"Endereço não informado, Vila Buarque, São Paulo, São Paulo, Brasil",-23.6349061,-46.7008844,2000.0
Vila Buarque,Endereço não informado,30.0,1.0,1.0,0,R$ 2.000,R$ 480 Condominio,"Endereço não informado, Vila Buarque, São Paulo, São Paulo, Brasil",-23.6349061,-46.7008844,2000.0
Sé,Endereço não informado,34.0,2.0,1.0,0,R$ 2.000,R$ 480 Condominio,"Endereço não informado, Sé, São Paulo, São Paulo, Brasil",-23.6349061,-46.7008844,2000.0
Santa Efigênia,Rua Aurora,70.0,1.0,1.0,0,R$ 2.000,R$ 500 Condominio,"Rua Aurora, Santa Efigênia, São Paulo, São Paulo, Brasil",-23.5390208,-46.6387669,2000.0
Sé,Rua Conde de Sarzedas,25.0,1.0,1.0,0,R$ 2.010,R$ 308 Condominio,"Rua Conde de Sarzedas, Sé, São Paulo, São Paulo, Brasil",-23.5539785,-46.6310649,2010.0
Centro,Rua Álvaro de Carvalho,35.0,1.0,1.0,0,R$ 2.020,R$ 350 Condominio,"Rua Álvaro de Carvalho, Centro, São Paulo, São Paulo, Brasil",-23.5491833,-46.6425156,2020.0
Vila Buarque,Rua General Jardim,27.0,1.0,1.0,0,R$ 2.029,R$ 500 Condominio,"Rua General Jardim, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5446395,-46.6489344,2029.0
Sé,Praça da Sé 1,82.0,3.0,,2,R$ 2.031,R$ 1.038 Condominio,"Praça da Sé 1, Sé, São Paulo, São Paulo, Brasil",-23.5493136,-46.6332157,2031.0
Vila Buarque,Rua Major Sertório,27.0,1.0,1.0,0,R$ 2.040,R$ 550 Condominio,"Rua Major Sertório, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453915,-46.6487475,2040.0
Centro,Rua Brigadeiro Tobias,32.0,1.0,1.0,1,R$ 2.040,R$ 510 Condominio,"Rua Brigadeiro Tobias, Centro, São Paulo, São Paulo, Brasil",-23.539384,-46.6350407,2040.0
Vila Buarque,Barão Tatuí,30.0,1.0,1.0,1,R$ 2.042,R$ 789 Condominio,"Barão Tatuí, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5382464,-46.6538963,2042.0
Centro,"R ARAÚJO, 141",22.0,1.0,1.0,1,R$ 2.050,R$ 1.300 Condominio,"R ARAÚJO, 141, Centro, São Paulo, São Paulo, Brasil",-23.5450103,-46.6443249,2050.0
Vila Buarque,Rua General Jardim,38.0,1.0,1.0,0,R$ 2.050,R$ 500 Condominio,"Rua General Jardim, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5446395,-46.6489344,2050.0
Vila Buarque,Rua Jaguaribe,55.0,1.0,1.0,1,R$ 2.050,R$ 604 Condominio,"Rua Jaguaribe, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5416171,-46.6529854,2050.0
Centro,"R ARAÚJO, 141",22.0,1.0,1.0,1,R$ 2.050,R$ 1.300 Condominio,"R ARAÚJO, 141, Centro, São Paulo, São Paulo, Brasil",-23.5450103,-46.6443249,2050.0
Centro,"R ARAÚJO, 141",22.0,1.0,1.0,1,R$ 2.050,R$ 1.300 Condominio,"R ARAÚJO, 141, Centro, São Paulo, São Paulo, Brasil",-23.5450103,-46.6443249,2050.0
Centro,"R ARAÚJO, 141",29.0,1.0,1.0,1,R$ 2.050,R$ 1.300 Condominio,"R ARAÚJO, 141, Centro, São Paulo, São Paulo, Brasil",-23.5450103,-46.6443249,2050.0
Sé,Rua dos Estudantes,28.0,1.0,1.0,0,R$ 2.051,R$ 248 Condominio,"Rua dos Estudantes, Sé, São Paulo, São Paulo, Brasil",-23.5553712,-46.6317971,2051.0
Sé,Rua dos Estudantes,24.0,1.0,1.0,0,R$ 2.058,R$ 275 Condominio,"Rua dos Estudantes, Sé, São Paulo, São Paulo, Brasil",-23.5553712,-46.6317971,2058.0
Vila Buarque,Rua Barão de Tatuí,36.0,1.0,1.0,1,R$ 2.059,R$ 670 Condominio,"Rua Barão de Tatuí, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5382464,-46.6538963,2059.0
Centro,Rua Martins Fontes,33.0,1.0,1.0,0,R$ 2.063,R$ 300 Condominio,"Rua Martins Fontes, Centro, São Paulo, São Paulo, Brasil",-23.5492334,-46.6442819,2063.0
Centro,Rua Alvaro Carvalho,42.0,1.0,1.0,1,R$ 2.070,R$ 700 Condominio,"Rua Alvaro Carvalho, Centro, São Paulo, São Paulo, Brasil",-23.5491833,-46.6425156,2070.0
Sé,Rua Conde de Sarzedas,24.0,1.0,1.0,0,R$ 2.084,R$ 305 Condominio,"Rua Conde de Sarzedas, Sé, São Paulo, São Paulo, Brasil",-23.5539785,-46.6310649,2084.0
Santa Efigênia,Rua Aurora,28.0,1.0,1.0,0,R$ 2.085,R$ 373 Condominio,"Rua Aurora, Santa Efigênia, São Paulo, São Paulo, Brasil",-23.5390208,-46.6387669,2085.0
Vila Buarque,Rua Maria Antônia,29.0,1.0,1.0,0,R$ 2.100,R$ 490 Condominio,"Rua Maria Antônia, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5467645,-46.6504256,2100.0
Vila Buarque,Rua Maria Antônia,40.0,1.0,1.0,1,R$ 2.100,R$ 557 Condominio,"Rua Maria Antônia, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5467645,-46.6504256,2100.0
Vila Buarque,Rua Frederico Abranches,45.0,1.0,1.0,1,R$ 2.100,R$ 750 Condominio,"Rua Frederico Abranches, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5398099,-46.6499741,2100.0
Sé,Rua Conde de Sarzedas,26.0,1.0,1.0,0,R$ 2.100,R$ 700 Condominio,"Rua Conde de Sarzedas, Sé, São Paulo, São Paulo, Brasil",-23.5539785,-46.6310649,2100.0
Sé,Rua Conde de Sarzedas,26.0,1.0,1.0,0,R$ 2.100,R$ 700 Condominio,"Rua Conde de Sarzedas, Sé, São Paulo, São Paulo, Brasil",-23.5539785,-46.6310649,2100.0
Vila Buarque,Rua Maria Antônia,40.0,1.0,1.0,1,R$ 2.100,R$ 557 Condominio,"Rua Maria Antônia, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5467645,-46.6504256,2100.0
Vila Buarque,Rua Doutor Cesário Mota Júnior,25.0,1.0,1.0,0,R$ 2.100,R$ 660 Condominio,"Rua Doutor Cesário Mota Júnior, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453759,-46.6489592,2100.0
Vila Buarque,Rua Maria Antônia,29.0,1.0,1.0,0,R$ 2.100,R$ 490 Condominio,"Rua Maria Antônia, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5467645,-46.6504256,2100.0
Vila Buarque,Rua Frederico Abranches,45.0,1.0,1.0,1,R$ 2.100,R$ 750 Condominio,"Rua Frederico Abranches, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5398099,-46.6499741,2100.0
Vila Buarque,Rua Doutor Vila Nova 327,26.0,1.0,1.0,0,R$ 2.100,R$ 405 Condominio,"Rua Doutor Vila Nova 327, Vila Buarque, São Paulo, São Paulo, Brasil",-23.546737,-46.6502175,2100.0
Centro,Rua João Adolfo,66.0,1.0,1.0,0,R$ 2.100,,"Rua João Adolfo, Centro, São Paulo, São Paulo, Brasil",-23.5484916,-46.6403779,2100.0
Vila Buarque,Endereço não informado,40.0,1.0,1.0,1,R$ 2.100,R$ 707 Condominio,"Endereço não informado, Vila Buarque, São Paulo, São Paulo, Brasil",-23.6349061,-46.7008844,2100.0
Sé,RUA TABATINGUERA,23.0,1.0,1.0,0,R$ 2.100,R$ 416 Condominio,"RUA TABATINGUERA, Sé, São Paulo, São Paulo, Brasil",-23.5524974,-46.6296068,2100.0
Vila Buarque,Endereço não informado,30.0,1.0,1.0,0,R$ 2.100,R$ 543 Condominio,"Endereço não informado, Vila Buarque, São Paulo, São Paulo, Brasil",-23.6349061,-46.7008844,2100.0
Centro,Endereço não informado,47.0,1.0,1.0,0,R$ 2.100,,"Endereço não informado, Centro, São Paulo, São Paulo, Brasil",-23.5406338,-46.6320967,2100.0
Sé,Rua Senador Feijó,95.0,2.0,,0,R$ 2.108,R$ 750 Condominio,"Rua Senador Feijó, Sé, São Paulo, São Paulo, Brasil",-23.5505635,-46.6352727,2108.0
Vila Buarque,Rua Doutor Cesário Mota Júnior,45.0,1.0,1.0,0,R$ 2.115,R$ 707 Condominio,"Rua Doutor Cesário Mota Júnior, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453759,-46.6489592,2115.0
Vila Buarque,Rua Marquês Itu,28.0,1.0,1.0,0,R$ 2.125,R$ 385 Condominio,"Rua Marquês Itu, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5437626,-46.6498096,2125.0
Centro,Rua Aurora,42.0,1.0,1.0,0,R$ 2.125,R$ 350 Condominio,"Rua Aurora, Centro, São Paulo, São Paulo, Brasil",-23.5390208,-46.6387669,2125.0
Centro,Rua Florêncio de Abreu,24.0,1.0,1.0,0,R$ 2.125,R$ 695 Condominio,"Rua Florêncio de Abreu, Centro, São Paulo, São Paulo, Brasil",-23.5398983,-46.6328623,2125.0
Sé,Rua Riachuelo,70.0,2.0,,0,R$ 2.125,R$ 800 Condominio,"Rua Riachuelo, Sé, São Paulo, São Paulo, Brasil",-23.5506284,-46.6367381,2125.0
Sé,Rua dos Estudantes,30.0,1.0,1.0,0,R$ 2.125,R$ 300 Condominio,"Rua dos Estudantes, Sé, São Paulo, São Paulo, Brasil",-23.5553712,-46.6317971,2125.0
Centro,Avenida Cásper Líbero,32.0,1.0,1.0,0,R$ 2.127,R$ 291 Condominio,"Avenida Cásper Líbero, Centro, São Paulo, São Paulo, Brasil",-23.539054,-46.636087,2127.0
Sé,Rua Conde de Sarzedas,37.0,2.0,1.0,0,R$ 2.141,R$ 442 Condominio,"Rua Conde de Sarzedas, Sé, São Paulo, São Paulo, Brasil",-23.5539785,-46.6310649,2141.0
Vila Buarque,Rua Amaral Gurgel,39.0,1.0,1.0,0,R$ 2.143,R$ 700 Condominio,"Rua Amaral Gurgel, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5443915,-46.647709,2143.0
Vila Buarque,Rua Fortunato,36.0,1.0,1.0,0,R$ 2.150,R$ 571 Condominio,"Rua Fortunato, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5403087,-46.6517888,2150.0
Centro,Rua Riskallah Jorge,70.0,2.0,1.0,0,R$ 2.150,R$ 470 Condominio,"Rua Riskallah Jorge, Centro, São Paulo, São Paulo, Brasil",-23.541838,-46.6350869,2150.0
Vila Buarque,Rua Marquês de Itu,26.0,1.0,1.0,0,R$ 2.150,R$ 600 Condominio,"Rua Marquês de Itu, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5437626,-46.6498096,2150.0
Santa Efigênia,Rua Aurora,40.0,1.0,1.0,1,R$ 2.150,R$ 1.000 Condominio,"Rua Aurora, Santa Efigênia, São Paulo, São Paulo, Brasil",-23.5390208,-46.6387669,2150.0
Santa Efigênia,Rua Aurora,23.0,1.0,1.0,0,R$ 2.150,R$ 450 Condominio,"Rua Aurora, Santa Efigênia, São Paulo, São Paulo, Brasil",-23.5390208,-46.6387669,2150.0
Canindé,Endereço não informado,35.0,2.0,1.0,0,R$ 2.150,R$ 300 Condominio,"Endereço não informado, Canindé, São Paulo, São Paulo, Brasil",-23.5274925,-46.61892719999999,2150.0
Canindé,Endereço não informado,35.0,2.0,1.0,0,R$ 2.150,R$ 300 Condominio,"Endereço não informado, Canindé, São Paulo, São Paulo, Brasil",-23.5274925,-46.61892719999999,2150.0
Centro,Endereço não informado,22.0,1.0,1.0,0,R$ 2.150,R$ 375 Condominio,"Endereço não informado, Centro, São Paulo, São Paulo, Brasil",-23.5406338,-46.6320967,2150.0
Vila Buarque,R General Jardim,30.0,1.0,1.0,0,R$ 2.153,R$ 546 Condominio,"R General Jardim, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5446395,-46.6489344,2153.0
Centro,Largo do Arouche,29.0,1.0,1.0,0,R$ 2.154,R$ 404 Condominio,"Largo do Arouche, Centro, São Paulo, São Paulo, Brasil",-23.5409853,-46.646582,2154.0
Centro,Avenida Cásper Líbero,25.0,1.0,1.0,0,R$ 2.160,R$ 400 Condominio,"Avenida Cásper Líbero, Centro, São Paulo, São Paulo, Brasil",-23.539054,-46.636087,2160.0
Vila Buarque,Rua Jaguaribe,29.0,1.0,1.0,0,R$ 2.160,R$ 430 Condominio,"Rua Jaguaribe, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5416171,-46.6529854,2160.0
Vila Buarque,Rua General Jardim,27.0,1.0,1.0,0,R$ 2.167,R$ 350 Condominio,"Rua General Jardim, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5446395,-46.6489344,2167.0
Centro,Rua Major Quedinho,74.0,2.0,1.0,0,R$ 2.175,R$ 680 Condominio,"Rua Major Quedinho, Centro, São Paulo, São Paulo, Brasil",-23.5497655,-46.6430772,2175.0
Vila Buarque,Rua Maria Antônia,50.0,1.0,1.0,0,R$ 2.180,R$ 880 Condominio,"Rua Maria Antônia, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5467645,-46.6504256,2180.0
Vila Buarque,Rua General Jardim,27.0,1.0,1.0,0,R$ 2.180,R$ 450 Condominio,"Rua General Jardim, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5446395,-46.6489344,2180.0
Vila Buarque,Rua das Palmeiras,37.0,1.0,1.0,0,R$ 2.180,R$ 288 Condominio,"Rua das Palmeiras, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5373143,-46.6512558,2180.0
Vila Buarque,Rua General Jardim,26.0,1.0,1.0,0,R$ 2.180,R$ 600 Condominio,"Rua General Jardim, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5446395,-46.6489344,2180.0
Vila Buarque,Rua General Jardim,23.0,1.0,1.0,0,R$ 2.184,R$ 500 Condominio,"Rua General Jardim, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5446395,-46.6489344,2184.0
Centro,Viaduto Nove de Julho,25.0,1.0,1.0,0,R$ 2.199,R$ 518 Condominio,"Viaduto Nove de Julho, Centro, São Paulo, São Paulo, Brasil",-23.5492164,-46.6423238,2199.0
Sé,Rua Riachuelo,106.0,2.0,1.0,1,R$ 2.200,R$ 660 Condominio,"Rua Riachuelo, Sé, São Paulo, São Paulo, Brasil",-23.5506284,-46.6367381,2200.0
Sé,Rua Tabatinguera,22.0,1.0,1.0,0,R$ 2.200,R$ 450 Condominio,"Rua Tabatinguera, Sé, São Paulo, São Paulo, Brasil",-23.5524974,-46.6296068,2200.0
Vila Buarque,Rua General Jardim,51.0,1.0,1.0,0,R$ 2.200,R$ 604 Condominio,"Rua General Jardim, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5446395,-46.6489344,2200.0
Vila Buarque,Rua Amaral Gurgel,22.0,1.0,1.0,0,R$ 2.200,R$ 450 Condominio,"Rua Amaral Gurgel, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5443915,-46.647709,2200.0
Centro,Rua Florêncio de Abreu,24.0,1.0,1.0,0,R$ 2.200,R$ 694 Condominio,"Rua Florêncio de Abreu, Centro, São Paulo, São Paulo, Brasil",-23.5398983,-46.6328623,2200.0
Sé,Rua São Francisco,50.0,2.0,1.0,0,R$ 2.200,,"Rua São Francisco, Sé, São Paulo, São Paulo, Brasil",-23.5491102,-46.6379728,2200.0
Centro,Rua João Adolfo,60.0,2.0,1.0,0,R$ 2.200,R$ 603 Condominio,"Rua João Adolfo, Centro, São Paulo, São Paulo, Brasil",-23.5484916,-46.6403779,2200.0
Vila Buarque,Rua Maria Antônia,45.0,1.0,1.0,0,R$ 2.200,R$ 610 Condominio,"Rua Maria Antônia, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5467645,-46.6504256,2200.0
Luz,Rua Doutor Pedro Arbues,58.0,2.0,1.0,0,R$ 2.200,R$ 166 Condominio,"Rua Doutor Pedro Arbues, Luz, São Paulo, São Paulo, Brasil",-23.5349096,-46.6303623,2200.0
Centro,Avenida Cásper Líbero,30.0,1.0,1.0,0,R$ 2.200,R$ 450 Condominio,"Avenida Cásper Líbero, Centro, São Paulo, São Paulo, Brasil",-23.539054,-46.636087,2200.0
Centro,Rua Brigadeiro Tobias,32.0,1.0,1.0,0,R$ 2.200,R$ 650 Condominio,"Rua Brigadeiro Tobias, Centro, São Paulo, São Paulo, Brasil",-23.539384,-46.6350407,2200.0
Centro,Avenida do Estado,70.0,2.0,1.0,0,R$ 2.200,R$ 330 Condominio,"Avenida do Estado, Centro, São Paulo, São Paulo, Brasil",-23.5437048,-46.6288197,2200.0
Santa Efigênia,Praça Júlio Mesquita,50.0,1.0,1.0,1,R$ 2.200,R$ 500 Condominio,"Praça Júlio Mesquita, Santa Efigênia, São Paulo, São Paulo, Brasil",-23.5408406,-46.6424277,2200.0
Centro,R Paim,32.0,1.0,1.0,1,R$ 2.200,R$ 522 Condominio,"R Paim, Centro, São Paulo, São Paulo, Brasil",-23.5540332,-46.6502354,2200.0
Centro,"R Genebra, 151",30.0,1.0,1.0,0,R$ 2.200,R$ 1.500 Condominio,"R Genebra, 151, Centro, São Paulo, São Paulo, Brasil",-23.5521325,-46.6394866,2200.0
Vila Buarque,R Marquês de Itu,30.0,1.0,1.0,1,R$ 2.200,R$ 660 Condominio,"R Marquês de Itu, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5437626,-46.6498096,2200.0
Centro,Endereço não informado,30.0,1.0,1.0,0,R$ 2.200,R$ 385 Condominio,"Endereço não informado, Centro, São Paulo, São Paulo, Brasil",-23.5406338,-46.6320967,2200.0
Vila Buarque,Rua Marques de Itu,30.0,1.0,1.0,1,R$ 2.200,R$ 660 Condominio,"Rua Marques de Itu, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5437626,-46.6498096,2200.0
Vila Buarque,Rua Marquês de Itu 836,55.0,1.0,1.0,1,R$ 2.200,R$ 1.500 Condominio,"Rua Marquês de Itu 836, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5435772,-46.6524276,2200.0
Vila Buarque,"R Doutor Cesário Mota Júnior, 568",26.0,1.0,1.0,1,R$ 2.200,R$ 400 Condominio,"R Doutor Cesário Mota Júnior, 568, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5468959,-46.6490873,2200.0
Vila Buarque,R General Jardim,27.0,1.0,1.0,0,R$ 2.200,R$ 350 Condominio,"R General Jardim, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5446395,-46.6489344,2200.0
Sé,Rua Conde de Sarzedas,25.0,1.0,1.0,0,R$ 2.200,R$ 300 Condominio,"Rua Conde de Sarzedas, Sé, São Paulo, São Paulo, Brasil",-23.5539785,-46.6310649,2200.0
Vila Buarque,Endereço não informado,50.0,1.0,1.0,0,R$ 2.200,R$ 684 Condominio,"Endereço não informado, Vila Buarque, São Paulo, São Paulo, Brasil",-23.6349061,-46.7008844,2200.0
